#      time         order        q_cool       q_equip      q_heat       q_light      q_loss       q_occ        qintw        ql_a         qventil      qwcb         qwind     
  2042.316856       1.0000       0.0000       3627.0       2499.9       4836.0       0.0000       3424.7       60.979       0.0000      -7902.7      -6374.5      -181.41    
  2043.641967       1.0000       0.0000       3627.0       2603.9       4836.0       0.0000       3429.1       61.267       0.0000      -7903.0      -6492.9      -173.91    
  2043.641967       1.0000       0.0000       3627.0       2603.9       4836.0       0.0000       3429.1       61.267       0.0000      -7903.0      -6492.9      -173.91    
  2045.478965       1.0000       0.0000       3627.0       2741.1       4836.0       0.0000       3434.5       59.364       0.0000      -7903.1      -6644.8      -162.02    
  2046.978965       1.0000       0.0000       3627.0       2814.7       4836.0       0.0000       3432.2       42.952       0.0000      -7903.2      -6757.2      -102.52    
  2048.478965       1.0000       0.0000       3627.0       2767.4       4836.0       0.0000       3435.4       2.2951       0.0000      -7903.9      -6855.6       79.667    
  2048.523676       1.0000       0.0000       3627.0       2766.2       4836.0       0.0000       3435.4       1.4449       0.0000      -7903.8      -6858.2       84.616    
  2048.613097       1.0000       0.0000       3627.0       2765.0       4836.0       0.0000       3435.2      0.41218       0.0000      -7903.7      -6862.5       92.164    
  2048.791941       1.0000       0.0000       3627.0       2763.3       4836.0       0.0000       3434.3      -2.7068       0.0000      -7903.6      -6871.2       108.51    
  2048.897453       1.0000       0.0000       3627.0       2762.1       4836.0       0.0000       3433.5      -4.5850       0.0000      -7903.6      -6876.0       117.99    
  2048.897453       1.0000       0.0000       3627.0       2762.1       4836.0       0.0000       3433.5      -4.5850       0.0000      -7903.6      -6876.0       117.99    
  2051.297453       1.0000       0.0000       3627.0       2564.3       4836.0       0.0000       3436.8      -57.190       0.0000      -7904.3      -6877.3       365.03    
  2052.797453       1.0000       0.0000       3627.0       2396.4       4836.0       0.0000       3447.0      -73.375       0.0000      -7904.8      -6794.0       451.90    
  2054.297453       1.0000       0.0000       3627.0       2299.5       4836.0       0.0000       3448.3      -52.435       0.0000      -7904.4      -6640.4       375.16    
  2055.797453       1.0000       0.0000       3627.0       2306.2       4836.0       0.0000       3434.8      -7.9010       0.0000      -7903.5      -6450.1       150.76    
  2057.297453       1.0000       0.0000       3627.0       2250.8       4836.0       0.0000       3448.9       3.2723       0.0000      -7904.4      -6337.5       60.732    
  2057.377450       1.0000       0.0000       3627.0       2249.9       4836.0       0.0000       3449.6       9.2612       0.0000      -7904.2      -6325.5       42.400    
  2057.377450       1.0000       0.0000       3627.0       2249.9       4836.0       0.0000       3449.6       9.2612       0.0000      -7904.2      -6325.5       42.400    
  2059.178614       1.0000       0.0000       3627.0       2293.2       4836.0       0.0000       3450.5       17.996       0.0000      -7903.9      -6183.9      -146.47    
  2059.289129       1.0000       0.0000       3627.0       2294.1       4836.0       0.0000       3450.1       16.607       0.0000      -7903.9      -6181.0      -147.84    
  2059.510158       1.0000       0.0000       3627.0       2294.9       4836.0       0.0000       3449.0       14.551       0.0000      -7903.9      -6175.1      -150.58    
  2059.540142       1.0000       0.0000       3627.0       2295.0       4836.0       0.0000       3448.8       14.287       0.0000      -7903.9      -6174.3      -150.96    
  2059.600110       1.0000       0.0000       3627.0       2295.2       4836.0       0.0000       3448.4       13.795       0.0000      -7903.9      -6172.8      -151.70    
  2059.660062       1.0000       0.0000       3627.0       2295.3       4836.0       0.0000       3448.1       13.359       0.0000      -7903.9      -6171.2      -152.45    
  2059.660062       1.0000       0.0000       3627.0       2295.3       4836.0       0.0000       3448.1       13.359       0.0000      -7903.9      -6171.2      -152.45    
  2061.100994       1.0000       0.0000       3627.0       2309.8       4836.0       0.0000       3436.2       9.7474       0.0000      -7903.4      -6160.3      -161.74    
  2062.541925       1.0000       0.0000       3627.0       2349.5       4836.0       0.0000       3428.4       13.040       0.0000      -7903.2      -6192.5      -166.58    
  2064.015279       1.0000       0.0000       3627.0       2399.7       4836.0       0.0000       3435.3       18.771       0.0000      -7903.5      -6254.1      -172.36    
  2064.015279       1.0000       0.0000       3627.0       2399.7       4836.0       0.0000       3435.3       18.771       0.0000      -7903.5      -6254.1      -172.36    
  2064.080451       1.0000       0.0000       3627.0       2402.7       4836.0       0.0000       3435.5       19.413       0.0000      -7903.3      -6256.7      -172.86    
  2064.145623       1.0000       0.0000       3627.0       2407.0       4836.0       0.0000       3435.4       19.877       0.0000      -7903.1      -6259.7      -173.37    
  2064.145623       1.0000       0.0000       3627.0       2407.0       4836.0       0.0000       3435.4       19.877       0.0000      -7903.1      -6259.7      -173.37    
  2064.197761       1.0000       0.0000       3627.0       2410.8       4836.0       0.0000       3435.3       20.122       0.0000      -7903.0      -6262.2      -173.78    
  2064.249899       1.0000       0.0000       3627.0       2414.8       4836.0       0.0000       3435.0       20.212       0.0000      -7903.0      -6264.8      -174.18    
  2064.354174       1.0000       0.0000       3627.0       2422.8       4836.0       0.0000       3434.3       20.322       0.0000      -7903.0      -6270.0      -174.99    
  2064.562724       1.0000       0.0000       3627.0       2437.8       4836.0       0.0000       3432.3       20.912       0.0000      -7902.9      -6280.6      -176.62    
  2064.979825       1.0000       0.0000       3627.0       2467.4       4836.0       0.0000       3427.0       23.029       0.0000      -7902.8      -6302.8      -179.87    
  2065.814027       1.0000       0.0000       3627.0       2512.1       4836.0       0.0000       3425.8       27.665       0.0000      -7903.0      -6353.5      -182.24    
  2066.657229       1.0000       0.0000       3627.0       2561.5       4836.0       0.0000       3425.2       31.569       0.0000      -7903.0      -6411.8      -177.11    
  2066.657229       1.0000       0.0000       3627.0       2561.5       4836.0       0.0000       3425.2       31.569       0.0000      -7903.0      -6411.8      -177.11    
  2067.991952       1.0000       0.0000       3627.0       2649.7       4836.0       0.0000       3424.2       37.410       0.0000      -7902.9      -6509.2      -173.05    
  2069.326675       1.0000       0.0000       3627.0       2739.0       4836.0       0.0000       3425.1       41.077       0.0000      -7902.9      -6605.9      -170.47    
  2070.826675       1.0000       0.0000       3627.0       2815.3       4836.0       0.0000       3424.8       34.155       0.0000      -7903.0      -6717.2      -127.87    
  2072.326675       1.0000       0.0000       3627.0       2803.2       4836.0       0.0000       3422.8       3.3072       0.0000      -7903.4      -6831.1       31.877    
  2073.126179       1.0000       0.0000       3627.0       2799.9       4836.0       0.0000       3423.2      8.03712E-02   0.0000      -7903.4      -6864.0       69.944    
  2073.295771       1.0000       0.0000       3627.0       2798.2       4836.0       0.0000       3423.8      0.22634       0.0000      -7903.5      -6869.2       74.952    
  2073.295771       1.0000       0.0000       3627.0       2798.2       4836.0       0.0000       3423.8      0.22631       0.0000      -7903.5      -6869.2       74.952    
  2075.431327       1.0000       0.0000       3627.0       2772.1       4836.0       0.0000       3437.0      -4.6564       0.0000      -7903.9      -6877.8       100.86    
  2076.931327       1.0000       0.0000       3627.0       2736.8       4836.0       0.0000       3440.3      -8.3411       0.0000      -7904.0      -6839.5       99.772    
  2078.431327       1.0000       0.0000       3627.0       2685.4       4836.0       0.0000       3456.1      -5.9378       0.0000      -7904.6      -6772.4       62.746    
  2079.931327       1.0000       0.0000       3627.0       2659.3       4836.0       0.0000       3468.7       2.4498       0.0000      -7904.7      -6688.2      -15.227    
  2081.431327       1.0000       0.0000       3627.0       2656.1       4836.0       0.0000       3478.3       12.488       0.0000      -7904.9      -6604.8      -113.78    
  2081.442077       1.0000       0.0000       3627.0       2656.0       4836.0       0.0000       3478.4       12.524       0.0000      -7904.9      -6604.3      -114.43    
  2081.442077       1.0000       0.0000       3627.0       2656.0       4836.0       0.0000       3478.4       12.524       0.0000      -7904.9      -6604.3      -114.43    
  2083.842077       1.0000       0.0000       3627.0       2606.3       4836.0       0.0000       3484.5     -0.58694       0.0000      -7905.2      -6533.1      -127.95    
  2085.342077       1.0000       0.0000       3627.0       2575.4       4836.0       0.0000       3488.3      -5.0647       0.0000      -7905.2      -6501.2      -127.00    
  2086.842077       1.0000       0.0000       3627.0       2559.1       4836.0       0.0000       3484.5      -6.9232       0.0000      -7905.0      -6475.5      -128.68    
  2087.076752       1.0000       0.0000       3627.0       2556.4       4836.0       0.0000       3483.9      -7.1450       0.0000      -7905.0      -6471.5      -129.14    
  2087.076752       1.0000       0.0000       3627.0       2556.4       4836.0       0.0000       3483.9      -7.1450       0.0000      -7905.0      -6471.5      -129.14    
  2087.351816       1.0000       0.0000       3627.0       2550.2       4836.0       0.0000       3484.2      -7.3704       0.0000      -7905.1      -6466.7      -129.69    
  2087.472678       1.0000       0.0000       3627.0       2547.4       4836.0       0.0000       3484.6      -7.3299       0.0000      -7905.1      -6464.6      -129.93    
  2087.472678       1.0000       0.0000       3627.0       2547.3       4836.0       0.0000       3484.6      -7.3297       0.0000      -7905.1      -6464.6      -129.93    
  2087.692730       1.0000       0.0000       3627.0       2542.6       4836.0       0.0000       3485.6      -7.2994       0.0000      -7905.2      -6461.1      -130.36    
  2087.912782       1.0000       0.0000       3627.0       2538.5       4836.0       0.0000       3486.8      -7.3680       0.0000      -7905.2      -6458.0      -130.80    
  2088.015473       1.0000       0.0000       3627.0       2536.7       4836.0       0.0000       3487.3      -7.4135       0.0000      -7905.2      -6456.6      -130.98    
  2088.015473       1.0000       0.0000       3627.0       2536.7       4836.0       0.0000       3487.3      -7.4142       0.0000      -7905.2      -6456.6      -130.98    
  2088.367556       1.0000       0.0000       3627.0       2531.2       4836.0       0.0000       3489.1      -7.6687       0.0000      -7905.2      -6452.3      -131.06    
  2088.719639       1.0000       0.0000       3627.0       2526.1       4836.0       0.0000       3490.8      -7.8489       0.0000      -7905.2      -6448.4      -131.13    
  2089.423804       1.0000       0.0000       3627.0       2513.8       4836.0       0.0000       3495.3      -8.0216       0.0000      -7905.4      -6441.9      -130.26    
  2090.832135       1.0000       0.0000       3627.0       2497.9       4836.0       0.0000       3501.4      -7.7242       0.0000      -7905.5      -6433.0      -128.64    
  2092.332135       1.0000       0.0000       3627.0       2493.5       4836.0       0.0000       3495.2      -7.3431       0.0000      -7905.2      -6424.3      -123.46    
  2093.832135       1.0000       0.0000       3627.0       2492.9       4836.0       0.0000       3480.7      -7.9514       0.0000      -7904.7      -6414.6      -115.32    
  2095.332135       1.0000       0.0000       3627.0       2403.0       4836.0       0.0000       3484.0      -30.529       0.0000      -7905.4      -6415.7      -9.8178    
  2096.832135       1.0000       0.0000       3627.0       2264.9       4836.0       0.0000       3490.6      -56.504       0.0000      -7905.8      -6388.8       120.05    
  2098.332135       1.0000       0.0000       3627.0       2035.2       4836.0       0.0000       3497.5      -93.164       0.0000      -7906.4      -6331.6       322.86    
  2099.832135       1.0000       0.0000       3627.0       1454.9       4836.0       0.0000       3503.9      -222.86       0.0000      -7908.1      -6524.9       1222.1    
  2100.607078       1.0000       0.0000       3627.0       1209.0       4836.0       0.0000       3503.6      -235.89       0.0000      -7907.6      -6461.0       1418.4    
  2100.607078       1.0000       0.0000       3627.0       1209.0       4836.0       0.0000       3503.6      -235.89       0.0000      -7907.6      -6461.0       1418.4    
  2100.641416       1.0000       0.0000       3627.0       1198.3       4836.0       0.0000       3503.6      -235.91       0.0000      -7907.4      -6457.3       1425.7    
  2100.675753       1.0000       0.0000       3627.0       1188.2       4836.0       0.0000       3503.4      -235.85       0.0000      -7907.3      -6453.6       1432.8    
  2100.675753       1.0000       0.0000       3627.0       1188.2       4836.0       0.0000       3503.4      -235.85       0.0000      -7867.9      -6453.6       1432.8    
  2100.685555       1.0000       0.0000       3627.0       1184.4       4836.0       0.0000       3503.4      -239.26       0.0000      -7868.5      -6453.9       1434.7    
  2100.685739       1.0000       0.0000       3627.0       1184.3       4836.0       0.0000       3503.4      -239.32       0.0000      -7868.6      -6453.9       1434.8    
  2100.686106       1.0000       0.0000       3627.0       1184.1       4836.0       0.0000       3503.4      -239.44       0.0000      -7868.6      -6453.9       1434.8    
  2100.686450       1.0000       0.0000       3627.0       1184.0       4836.0       0.0000       3503.4      -239.55       0.0000      -7868.6      -6453.9       1434.9    
  2100.686450       1.0000       0.0000       3627.0       1184.0       4836.0       0.0000       3503.4      -239.55       0.0000      -7868.6      -6453.9       1434.9    
  2100.694292       1.0000       0.0000       3627.0       1180.0       4836.0       0.0000       3503.3      -241.62       0.0000      -7869.1      -6453.6       1436.4    
  2100.702133       1.0000       0.0000       3627.0       1175.3       4836.0       0.0000       3503.3      -243.08       0.0000      -7869.5      -6453.0       1438.0    
  2100.717816       1.0000       0.0000       3627.0       1164.6       4836.0       0.0000       3503.2      -244.48       0.0000      -7870.0      -6450.8       1441.0    
  2100.724089       1.0000       0.0000       3627.0       1160.1       4836.0       0.0000       3503.1      -244.79       0.0000      -7870.2      -6449.8       1442.2    
  2100.736636       1.0000       0.0000       3627.0       1150.8       4836.0       0.0000       3503.0      -244.73       0.0000      -7870.4      -6447.4       1444.5    
  2100.761728       1.0000       0.0000       3627.0       1132.4       4836.0       0.0000       3502.8      -242.75       0.0000      -7870.3      -6441.7       1449.1    
  2100.811914       1.0000       0.0000       3627.0       1102.1       4836.0       0.0000       3502.3      -237.06       0.0000      -7869.3      -6430.6       1457.8    
  2100.912285       1.0000       0.0000       3627.0       1063.9       4836.0       0.0000       3500.9      -230.12       0.0000      -7867.7      -6412.7       1473.3    
  2101.113027       1.0000       0.0000       3627.0       1011.3       4836.0       0.0000       3498.3      -227.31       0.0000      -7866.9      -6380.6       1496.4    
  2101.514510       1.0000       0.0000       3627.0       910.87       4836.0       0.0000       3495.9      -224.07       0.0000      -7866.9      -6303.8       1517.2    
  2102.317478       1.0000       0.0000       3627.0       714.80       4836.0       0.0000       3489.6      -216.40       0.0000      -7866.6      -6168.6       1577.4    
  2103.817478       1.0000       0.0000       3627.0       594.72       4836.0       0.0000       3489.8      -119.50       0.0000      -7865.6      -5653.2       1079.9    
  2105.317478       1.0000       0.0000       3627.0       687.88       4836.0       0.0000       3464.4      -7.9539       0.0000      -7863.8      -5089.3       342.81    
  2105.382274       1.0000       0.0000       3627.0       691.61       4836.0       0.0000       3463.7      0.28080       0.0000      -7864.0      -5058.0       298.01    
  2105.511867       1.0000       0.0000       3627.0       699.84       4836.0       0.0000       3463.4       15.051       0.0000      -7864.0      -5000.8       213.87    
  2105.511867       1.0000       0.0000       3627.0       699.84       4836.0       0.0000       3463.4       15.051       0.0000      -7903.4      -5000.8       213.87    
  2105.512068       1.0000       0.0000       3627.0       699.85       4836.0       0.0000       3463.4       15.134       0.0000      -7903.4      -5000.7       213.81    
  2105.512269       1.0000       0.0000       3627.0       699.87       4836.0       0.0000       3463.4       15.217       0.0000      -7903.4      -5000.6       213.75    
  2105.512347       1.0000       0.0000       3627.0       699.87       4836.0       0.0000       3463.4       15.249       0.0000      -7903.4      -5000.6       213.73    
  2105.512347       1.0000       0.0000       3627.0       699.87       4836.0       0.0000       3463.4       15.249       0.0000      -7903.4      -5000.6       213.73    
  2105.512668       1.0000       0.0000       3627.0       699.90       4836.0       0.0000       3463.4       15.381       0.0000      -7903.4      -5000.4       213.63    
  2105.512989       1.0000       0.0000       3627.0       699.92       4836.0       0.0000       3463.4       15.511       0.0000      -7903.4      -5000.3       213.53    
  2105.513632       1.0000       0.0000       3627.0       699.98       4836.0       0.0000       3463.4       15.768       0.0000      -7903.3      -5000.0       213.34    
  2105.514916       1.0000       0.0000       3627.0       700.13       4836.0       0.0000       3463.4       16.263       0.0000      -7903.2      -4999.5       212.95    
  2105.517486       1.0000       0.0000       3627.0       700.51       4836.0       0.0000       3463.4       17.200       0.0000      -7903.0      -4998.5       212.17    
  2105.522625       1.0000       0.0000       3627.0       701.62       4836.0       0.0000       3463.3       18.796       0.0000      -7902.7      -4996.6       210.61    
  2105.532903       1.0000       0.0000       3627.0       704.93       4836.0       0.0000       3463.3       21.097       0.0000      -7902.1      -4993.4       207.52    
  2105.553459       1.0000       0.0000       3627.0       714.10       4836.0       0.0000       3463.3       22.896       0.0000      -7901.3      -4988.7       201.40    
  2105.594571       1.0000       0.0000       3627.0       733.52       4836.0       0.0000       3463.4       20.714       0.0000      -7901.2      -4982.1       189.43    
  2105.676795       1.0000       0.0000       3627.0       756.85       4836.0       0.0000       3463.9       12.946       0.0000      -7902.6      -4968.4       166.67    
  2105.841242       1.0000       0.0000       3627.0       768.41       4836.0       0.0000       3465.5       13.870       0.0000      -7904.1      -4925.6       106.87    
  2106.170138       1.0000       0.0000       3627.0       790.74       4836.0       0.0000       3463.3       26.230       0.0000      -7903.8      -4841.8      -5.3307    
  2106.827929       1.0000       0.0000       3627.0       825.65       4836.0       0.0000       3436.9       22.788       0.0000      -7902.7      -4752.8      -84.678    
  2108.143511       1.0000       0.0000       3627.0       779.24       4836.0       0.0000       3416.3       6.9058       0.0000      -7903.2      -4660.6      -105.15    
  2109.643511       1.0000       0.0000       3627.0       793.00       4836.0       0.0000       3391.5       5.4897       0.0000      -7902.2      -4627.0      -127.20    
  2109.813870       1.0000       0.0000       3627.0       794.98       4836.0       0.0000       3388.7       5.3648       0.0000      -7902.1      -4624.3      -129.16    
  2109.813870       1.0000       0.0000       3627.0       794.98       4836.0       0.0000       3388.7       5.3648       0.0000      -7902.1      -4624.3      -129.16    
  2111.918801       1.0000       0.0000       3627.0       888.11       4836.0       0.0000       3363.8       16.780       0.0000      -7901.1      -4693.2      -140.71    
  2112.001719       1.0000       0.0000       3627.0       893.81       4836.0       0.0000       3362.3       17.367       0.0000      -7901.0      -4697.4      -140.88    
  2112.001719       1.0000       0.0000       3627.0       893.81       4836.0       0.0000       3362.3       17.367       0.0000      -7901.0      -4697.4      -140.88    
  2112.916608       1.0000       0.0000       3627.0       926.94       4836.0       0.0000       3372.5       25.915       0.0000      -7901.9      -4755.6      -149.64    
  2112.949035       1.0000       0.0000       3627.0       928.42       4836.0       0.0000       3373.0       26.242       0.0000      -7901.9      -4757.9      -149.95    
  2113.013890       1.0000       0.0000       3627.0       931.52       4836.0       0.0000       3374.1       26.897       0.0000      -7902.0      -4762.6      -150.58    
  2113.143599       1.0000       0.0000       3627.0       938.68       4836.0       0.0000       3376.6       28.085       0.0000      -7902.0      -4772.7      -151.94    
  2113.185680       1.0000       0.0000       3627.0       941.08       4836.0       0.0000       3377.4       28.461       0.0000      -7902.0      -4776.0      -152.39    
  2113.185680       1.0000       0.0000       3627.0       941.08       4836.0       0.0000       3377.4       28.461       0.0000      -7902.0      -4776.0      -152.39    
  2113.917591       1.0000       0.0000       3627.0       994.02       4836.0       0.0000       3392.3       34.599       0.0000      -7902.3      -4842.3      -160.10    
  2114.649502       1.0000       0.0000       3627.0       1073.1       4836.0       0.0000       3396.8       40.934       0.0000      -7902.0      -4921.2      -164.74    
  2116.113325       1.0000       0.0000       3627.0       1255.2       4836.0       0.0000       3393.5       54.791       0.0000      -7901.7      -5102.5      -172.52    
  2117.613325       1.0000       0.0000       3627.0       1463.3       4836.0       0.0000       3383.4       67.028       0.0000      -7901.3      -5305.9      -177.57    
  2119.113325       1.0000       0.0000       3627.0       1570.8       4836.0       0.0000       3382.2       49.390       0.0000      -7901.8      -5515.2      -59.203    
  2119.413325       1.0000       0.0000       3627.0       1579.7       4836.0       0.0000       3384.5       42.798       0.0000      -7902.2      -5558.7      -23.497    
  2120.013325       1.0000       0.0000       3627.0       1590.9       4836.0       0.0000       3393.0       34.840       0.0000      -7902.6      -5629.9       33.043    
  2120.105636       1.0000       0.0000       3627.0       1592.0       4836.0       0.0000       3394.4       33.302       0.0000      -7902.7      -5641.0       43.017    
  2120.290259       1.0000       0.0000       3627.0       1589.9       4836.0       0.0000       3397.3       26.170       0.0000      -7902.9      -5666.9       75.283    
  2120.318988       1.0000       0.0000       3627.0       1589.5       4836.0       0.0000       3397.7       25.828       0.0000      -7903.0      -5670.0       78.433    
  2120.376447       1.0000       0.0000       3627.0       1588.8       4836.0       0.0000       3398.6       25.177       0.0000      -7903.0      -5676.1       84.741    
  2120.475625       1.0000       0.0000       3627.0       1588.0       4836.0       0.0000       3400.2       23.879       0.0000      -7903.0      -5686.5       95.600    
  2120.475625       1.0000       0.0000       3627.0       1588.0       4836.0       0.0000       3400.2       23.879       0.0000      -7903.0      -5686.5       95.600    
  2122.250197       1.0000       0.0000       3627.0       1509.3       4836.0       0.0000       3428.9      -16.975       0.0000      -7904.1      -5790.0       292.49    
  2123.750197       1.0000       0.0000       3627.0       1121.5       4836.0       0.0000       3427.3      -138.88       0.0000      -7905.2      -6054.0       1076.1    
  2125.250197       1.0000       0.0000       3627.0       460.03       4836.0       0.0000       3446.5      -254.20       0.0000      -7907.1      -6364.9       2140.2    
  2126.750197       1.0000       0.0000       3627.0       193.31       4836.0       0.0000       3400.8      -212.90       0.0000      -7903.5      -6143.8       2205.9    
  2127.050197       1.0000       0.0000       3627.0       239.60       4836.0       0.0000       3386.9      -147.28       0.0000      -7900.7      -5912.9       1879.0    
  2127.650197       1.0000       0.0000       3627.0       400.82       4836.0       0.0000       3377.2      -31.833       0.0000      -7900.2      -5495.4       1182.1    
  2127.699021       1.0000       0.0000       3627.0       412.70       4836.0       0.0000       3376.5      -29.371       0.0000      -7900.3      -5480.8       1155.0    
  2127.796670       1.0000       0.0000       3627.0       430.28       4836.0       0.0000       3375.4      -23.662       0.0000      -7900.7      -5448.5       1100.2    
  2127.991968       1.0000       0.0000       3627.0       456.94       4836.0       0.0000       3373.6      -8.0110       0.0000      -7901.0      -5378.6       987.59    
  2128.160761       1.0000       0.0000       3627.0       471.84       4836.0       0.0000       3374.0       5.1428       0.0000      -7901.5      -5316.7       892.75    
  2128.160761       1.0000       0.0000       3627.0       471.84       4836.0       0.0000       3374.0       5.1428       0.0000      -7901.5      -5316.7       892.75    
  2130.560761       1.0000       0.0000       3627.0       832.63       4836.0       0.0000       3420.7       118.40       0.0000      -7902.8      -4801.6      -148.86    
  2130.636870       1.0000       0.0000       3627.0       840.27       4836.0       0.0000       3421.6       114.57       0.0000      -7902.7      -4803.1      -150.03    
  2130.789088       1.0000       0.0000       3627.0       853.14       4836.0       0.0000       3422.4       108.20       0.0000      -7902.8      -4804.8      -152.35    
  2130.809237       1.0000       0.0000       3627.0       854.79       4836.0       0.0000       3422.5       107.38       0.0000      -7902.8      -4805.1      -152.66    
  2130.849535       1.0000       0.0000       3627.0       857.92       4836.0       0.0000       3422.7       105.82       0.0000      -7902.8      -4805.4      -153.27    
  2130.849535       1.0000       0.0000       3627.0       857.92       4836.0       0.0000       3422.7       105.82       0.0000      -7902.8      -4805.4      -153.27    
  2132.769535       1.0000       0.0000       3627.0       973.79       4836.0       0.0000       3417.2       77.999       0.0000      -7902.6      -4875.5      -162.42    
  2134.269535       1.0000       0.0000       3627.0       1109.0       4836.0       0.0000       3412.4       74.601       0.0000      -7902.4      -5000.5      -165.61    
  2135.769535       1.0000       0.0000       3627.0       1264.2       4836.0       0.0000       3417.9       76.479       0.0000      -7902.5      -5161.8      -169.98    
  2136.000321       1.0000       0.0000       3627.0       1289.0       4836.0       0.0000       3418.9       76.910       0.0000      -7902.5      -5187.4      -170.86    
  2136.000321       1.0000       0.0000       3627.0       1289.0       4836.0       0.0000       3418.9       76.910       0.0000      -7902.5      -5187.4      -170.86    
  2138.400321       1.0000       0.0000       3627.0       1607.4       4836.0       0.0000       3409.6       84.276       0.0000      -7901.9      -5491.8      -177.67    
  2139.900321       1.0000       0.0000       3627.0       1803.7       4836.0       0.0000       3405.9       88.199       0.0000      -7902.0      -5690.5      -178.18    
  2141.400321       1.0000       0.0000       3627.0       1993.6       4836.0       0.0000       3410.7       90.394       0.0000      -7902.2      -5887.1      -181.00    
  2142.900321       1.0000       0.0000       3627.0       2113.7       4836.0       0.0000       3410.3       66.449       0.0000      -7902.4      -6087.3      -74.579    
  2144.400321       1.0000       0.0000       3627.0       2100.6       4836.0       0.0000       3425.2       27.021       0.0000      -7903.6      -6239.1       111.46    
  2144.558002       1.0000       0.0000       3627.0       2101.1       4836.0       0.0000       3426.3       24.265       0.0000      -7903.5      -6252.9       127.06    
  2144.873364       1.0000       0.0000       3627.0       2103.0       4836.0       0.0000       3427.8       18.919       0.0000      -7903.5      -6276.3       153.97    
  2144.936470       1.0000       0.0000       3627.0       2103.3       4836.0       0.0000       3428.1       17.844       0.0000      -7903.5      -6280.9       159.25    
  2145.062682       1.0000       0.0000       3627.0       2103.4       4836.0       0.0000       3428.5       15.574       0.0000      -7903.5      -6289.4       169.86    
  2145.087934       1.0000       0.0000       3627.0       2103.4       4836.0       0.0000       3428.6       15.113       0.0000      -7903.5      -6291.1       172.00    
  2145.138437       1.0000       0.0000       3627.0       2103.3       4836.0       0.0000       3428.8       14.188       0.0000      -7903.5      -6294.4       176.26    
  2145.239443       1.0000       0.0000       3627.0       2102.7       4836.0       0.0000       3429.1       12.370       0.0000      -7903.6      -6300.5       184.69    
  2145.295710       1.0000       0.0000       3627.0       2102.2       4836.0       0.0000       3429.3       11.374       0.0000      -7903.6      -6303.8       189.33    
  2145.295710       1.0000       0.0000       3627.0       2102.2       4836.0       0.0000       3429.3       11.374       0.0000      -7903.6      -6303.8       189.33    
  2147.695710       1.0000       0.0000       3627.0       1869.0       4836.0       0.0000       3438.4      -69.081       0.0000      -7904.7      -6405.6       597.60    
  2149.195710       1.0000       0.0000       3627.0       1574.3       4836.0       0.0000       3466.3      -107.22       0.0000      -7906.0      -6397.5       887.82    
  2149.757440       1.0000       0.0000       3627.0       1493.7       4836.0       0.0000       3470.5      -106.02       0.0000      -7905.6      -6353.3       923.33    
  2150.038305       1.0000       0.0000       3627.0       1465.7       4836.0       0.0000       3471.1      -97.581       0.0000      -7905.3      -6308.3       899.33    
  2150.178738       1.0000       0.0000       3627.0       1452.0       4836.0       0.0000       3471.1      -94.592       0.0000      -7905.2      -6286.1       888.90    
  2150.284062       1.0000       0.0000       3627.0       1442.5       4836.0       0.0000       3470.8      -92.296       0.0000      -7905.1      -6269.0       880.49    
  2150.284062       1.0000       0.0000       3627.0       1442.5       4836.0       0.0000       3470.8      -92.296       0.0000      -7905.1      -6269.0       880.49    
  2150.308362       1.0000       0.0000       3627.0       1440.3       4836.0       0.0000       3470.8      -91.741       0.0000      -7905.1      -6265.0       878.49    
  2150.319378       1.0000       0.0000       3627.0       1439.4       4836.0       0.0000       3470.7      -91.480       0.0000      -7905.0      -6263.1       877.58    
  2150.319378       1.0000       0.0000       3627.0       1439.4       4836.0       0.0000       3470.7      -91.481       0.0000      -7905.0      -6263.1       877.58    
  2150.321018       1.0000       0.0000       3627.0       1439.2       4836.0       0.0000       3470.7      -91.442       0.0000      -7905.0      -6262.9       877.44    
  2150.322659       1.0000       0.0000       3627.0       1439.1       4836.0       0.0000       3470.7      -91.404       0.0000      -7905.0      -6262.6       877.30    
  2150.322659       1.0000       0.0000       3627.0       1439.1       4836.0       0.0000       3470.7      -91.404       0.0000      -7865.6      -6262.6       877.30    
  2150.323971       1.0000       0.0000       3627.0       1438.9       4836.0       0.0000       3470.7      -91.912       0.0000      -7865.7      -6262.6       877.19    
  2150.325283       1.0000       0.0000       3627.0       1438.8       4836.0       0.0000       3470.7      -92.400       0.0000      -7865.8      -6262.6       877.09    
  2150.327908       1.0000       0.0000       3627.0       1438.4       4836.0       0.0000       3470.7      -93.314       0.0000      -7866.0      -6262.6       876.87    
  2150.333157       1.0000       0.0000       3627.0       1437.1       4836.0       0.0000       3470.7      -94.871       0.0000      -7866.4      -6262.3       876.43    
  2150.333157       1.0000       0.0000       3627.0       1437.1       4836.0       0.0000       3470.7      -94.871       0.0000      -7866.4      -6262.3       876.43    
  2150.337356       1.0000       0.0000       3627.0       1436.0       4836.0       0.0000       3470.6      -95.997       0.0000      -7866.6      -6262.1       876.07    
  2150.341556       1.0000       0.0000       3627.0       1434.6       4836.0       0.0000       3470.6      -96.932       0.0000      -7866.9      -6261.6       875.72    
  2150.349954       1.0000       0.0000       3627.0       1431.2       4836.0       0.0000       3470.6      -98.265       0.0000      -7867.3      -6260.5       875.01    
